id,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,value101,value102,value103,value104,value105,value106,value107,value108,value109,value110,value111,value112,value113,value114,value115,value116,value117,value118,value119,value120,value121,value122,value123,value124,value125,value126,value127,value128,value129,value130,value131,value132,value133,value134,value135,value136,value137,value138,value139,value140,value141,value142,value143,value144,value145,value146,value147,value148,value149,value150,value151,value152,value153,value154,value155,value156,value157,value158,value159,value160,value161,value162,value163,value164,value165,value166,value167,value168,value169,value170,value171,value172,value173,value174,value175,value176,value177,value178,value179,value180,value181,value182,value183,value184,value185,value186,value187,value188,value189,value190,value191,value192,value193,value194,value195,value196,value197,value198,value199,value200,value201,value202,value203,value204,value205,value206,value207,value208,value209,value210,value211,value212,value213,value214,value215,value216,value217,value218,value219,value220,value221,value222,value223,value224,value225,value226,value227,value228,value229,value230,value231,value232,value233,value234,value235,value236,value237,value238,value239,value240,value241,value242,value243,value244,value245,value246,value247,value248,value249,value250,value251,value252,value253,value254,value255,value256,value257,value258,value259,value260,value261,value262,value263,value264,value265,value266,value267,value268,value269,value270,value271,value272,value273,value274,value275,value276,value277,value278,value279,value280,value281,value282,value283,value284,value285,value286,value287,value288,value289,value290,value291,value292,value293,value294,value295,value296,value297,value298,value299,value300,value301,value302,value303,value304,value305,value306,value307,value308,value309,value310,value311,value312,value313,value314,value315,value316,value317,value318,value319,value320,value321,value322,value323,value324,value325,value326,value327,value328,value329,value330,value331,value332,value333,value334,value335,value336,value337,value338,value339,value340,value341,value342,value343,value344,value345,value346,value347,value348,value349,value350,value351,value352,value353,value354,value355,value356,value357,value358,value359,value360,value361,value362,value363,value364,value365,value366,value367,value368,value369,value370,value371,value372,value373,value374,value375,value376,value377,value378,value379,value380,value381,value382,value383,reference
50,0,0,0,0,0.934215,0,0,-0.25,-0.25,-0.25,0,0,0,0,0.923581,0,0,-0.25,-0.25,-0.25,0,0,0,0.902883,0.795155,0.877876,0,0,0,-0.25,0.025478,0,0.702439,0.779076,0.871695,0.819897,0,0,0,0,0.328205,0.035294,0.3859,0.5,0,0,0,0,0,-0.25,0,0,0.087671,0,0,0.901487,0.630378,0.514286,-0.25,-0.25,0.072727,0,0.664537,0.052632,0.586047,0.904536,0,0,-0.25,-0.25,0.026667,0.641739,0.899041,0.761267,0.285146,0.557214,0,0,0,-0.25,0,0,0.825737,0.881942,0.924821,0.882315,0,0,0,0,0,0,0,0.861079,0,0,0,0,0,-0.25,0,0,0,0.883665,0,0,0,0,-0.25,-0.25,0,0,0,0.792107,0.797992,0,0,-0.25,-0.25,-0.25,0,0,0.750419,0.052632,0.967906,0,0,-0.25,-0.25,-0.25,0,0,0,0,0.987877,0.278726,0,0,-0.25,-0.25,0,0,0,0,0.957317,0.932375,0,0,0,-0.25,0,0,0,0,0.650804,0.967392,0,0,0,0,0,0,0,0,0,0.968019,0.883071,0,0,-0.25,0,0,0,0,0,0.669584,0.987336,0,-0.25,-0.25,0,0,0,0,0,0.458333,0.986789,0.731613,-0.25,-0.25,0,0,0,0,0,0,0.979063,0.687981,0,-0.25,0,0,0,0,0,0,0.982164,0,0,0,0,0,0,0,0,0.924258,0.936644,0,0,-0.25,0,0,0,0,0,0.973533,0,-0.25,-0.25,-0.25,0,0,0,0,0.816609,0.916874,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0.792642,0.902698,0,0,0,0,0,0,0.999069,0.998969,0.997156,0,0,0,0,0,0.999777,0.999564,0.997414,0.982933,0.943092,0,-0.25,0,0.994775,0.991122,0.995141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,12.397898
51,0,0,0,0,0,0,0,0.818407,0.955839,-0.25,0,0,0,0,0,0,0,0,0.830467,0,0,0,0,0.406846,0.119126,0,0,0,0,0,0,0,0.313725,0,0,0,0,0,-0.25,-0.25,0,0,0.367253,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.568889,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0.611465,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0.58351,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.394914,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818554,0,0,0.425944,0.916503,0.428151,0,0,0,0,0.424425,0,0,0.850973,0.902052,0.959327,-0.25,0,0,0,0.495283,0,0.851066,0.925575,0,0,-0.25,0,0,0,0.216294,0,0.800218,0,0,0,0,0,0,0,0.905141,0.261307,0.554395,0,0,0,0,0,0.412844,0.79189,0,0.421807,0.464455,0,0,-0.25,-0.25,0.154964,0.657104,0.702034,0,0,0,-0.25,-0.25,-0.25,-0.25,0.544538,0.903279,0.071111,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.406534,0.469711,0.800915,0.560631,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.242152,0.851438,0.451917,0,0,0,-0.25,-0.25,-0.25,-0.25,0.17561,0.236842,0.81523,0.475475,0,0,0,0,-0.25,-0.25,0,0,0,0,0.096128,0.803493,0,0,0,0,0,0,0,0,0.907271,0.64593,0.843277,0,0,0,0,0,0,0,0.822733,0,0.931314,0.610124,0,-0.25,0.995543,0.999689,0.99998,0.99984,0,0,0,0,0.997045,0.998674,1,0.999272,0,0,0,0,0.99833,0,0.999052,0.98532,0,0,0,-0.25,0.99833,0,0,0,0,-0.25,-0.25,-0.25,0.998044,0,0,0,0,-0.25,-0.25,-0.25,0.997339,0,0,0,0,-0.25,-0.25,-0.25,0.99632,0.997461,0.999568,0,0,0,0,-0.25,0.997484,0.99991,0.999965,0.450204,0,0,0,0,0.999503,0.999992,0.99992,0,0,0,0,0,0.999755,0.999964,0.999993,0.992451,0,0,0,0,0.999805,0.999946,0.999963,0.984088,0,0,0,0,0.999707,0.99954,0.998216,0,0,0,0,-0.25,0.991898,0,0,0,0,-0.25,-0.25,-0.25,0.946323,0,0,0,0,-0.25,-0.25,-0.25,0.920125,0,0,0,0,-0.25,-0.25,-0.25,0.958668,0.999039,0.998686,0.900492,0,0,0,-0.25,0.979375,0.999958,0.999991,0.999222,0,0,0,0,0.988186,0.999882,0.999953,0.999897,0,0,0,0,35.593569
52,0,0,0,0.671771,0.88945,0,0,0,0,-0.25,0,0,0,0,0.492804,0,0,0,0,0,0,0.141919,0.557949,0.572233,0,0,0,0,0,0,0,0.664286,0.833563,0.823941,0.144413,0,0,0,-0.25,-0.25,0,0.517572,0.811565,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.779356,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.660056,0.039154,0,0,-0.25,-0.25,-0.25,-0.25,0,0.539646,0.876089,0.46609,0.163265,0,0,-0.25,-0.25,-0.25,0,0.63571,0.655901,0.783667,0.850825,0,0,0,-0.25,-0.25,0.250489,0.858471,0.863655,0.748158,0.706472,0,0,0,0,0,0.074592,0.592437,0,0.757746,0.910191,0,0,0,0,0,0,0,0.016949,0.805382,0.838474,0,0,0,0,-0.25,0,0,0.647588,0.83898,0.06729,0,0,0,0,-0.25,0.019465,0.390927,0.888238,0.325595,0.0237,0,0,0,0,0,0,0.540984,0.850545,0.588555,0,0.027405,0,0.066339,0.554816,0.635886,0.122538,0.095745,0.584718,0.69216,0,0,0,0,-0.25,-0.25,0.604054,0.119048,0.616211,0.719562,0,0,0,-0.25,-0.25,-0.25,0.475248,0.132886,0.835626,0.526642,0,0,-0.25,-0.25,-0.25,-0.25,0.359862,0.084564,0.764376,0.259621,0,0,-0.25,-0.25,-0.25,-0.25,0.484277,0.484848,0.439177,0.756208,0,0,0,-0.25,-0.25,-0.25,0,0.447964,0.645435,0.649859,0,0,0,0,-0.25,-0.25,0.037471,0.268805,0.895048,0.751366,0,0,0,0,0,0.56384,0,0.026012,0.878232,0.821739,0.0237,0,0,0,0,0,0.020202,0.026746,0.079681,0.866075,0.871662,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0.966692,0.994733,0,0,0,0,0,0,0.997424,0,0,0,-0.25,-0.25,0,0,0.996734,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,75.662071
53,0,0.079505,0,0,0,0.805795,0,0,0,-0.25,0,0,0,0,0,0.797731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183406,0.519941,0,0,-0.25,-0.25,0,0,0,0,0.395387,0,0,-0.25,-0.25,-0.25,0,0,0,0.608356,0.567732,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.52139,0.561375,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0.282538,0,0,0,-0.25,-0.25,0,0,0,0,0.2044,0.4,0,0,0,0,0,0,0,0,0,0.41544,0,0,0,0,0,0,0,0,0.777386,0.739158,0,0,0,-0.25,0,0,0,0,0.030743,0,0,0,0,-0.25,0,0,0,0,0.923665,0,0,0,0,0,0,0,0,0,0.8848,0,0,0,0,0,0,0,0,0,0.428128,0,0,0,-0.25,-0.25,0,0.51016,0,0,0,0,0,-0.25,-0.25,-0.25,0.379902,0.78213,0.259459,0.825309,0.246914,0,-0.25,-0.25,-0.25,-0.25,0.436975,0.571562,0.423841,0.89838,0.770691,0,-0.25,-0.25,-0.25,-0.25,0,0.638748,0.412017,0,0,0,0,-0.25,-0.25,-0.25,0,0.154639,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0.459049,0.37174,0,0,0,0,0,0,0,0,0.842479,0.838114,0.077248,0,0,0,0,0,0,0,0,0.717827,0.834567,0,0,-0.25,0,0,0,0.999104,0.999037,0,0,-0.25,0,0,0,0.831281,0.998494,0,0,0,0,0,0,0.971639,0.997175,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.996616,0.998869,0,0,-0.25,-0.25,0,0.931053,0.999774,0.999986,0.992325,0,0,0,0,0.999242,0.999958,0.999991,0.997508,0,0,0,0,0.999853,1,0.999999,0.997353,0,0,-0.25,0,0.999648,0.999971,1,0.995559,0,0,-0.25,0,0.996024,0.999853,1,0.992709,0,0,0,0,0.999468,0.999841,0.999972,0.980371,0,0,0,0,0.99692,0.999675,0.99814,0,0,-0.25,-0.25,0,0.793753,0,0,0,-0.25,-0.25,-0.25,0,0,0.937476,0.994034,0,0,-0.25,-0.25,0,0.991412,0.960797,0.999781,0.986808,0,0,0,0,0.992922,0.998798,0.999977,0.996871,0,0,0,0,0,0.988829,0.99998,0.998118,0,0,-0.25,44.281784
54,0,0,0.74333,0.921215,0.965885,0,0,0,0,-0.25,0,0,0.799071,0.894531,0.94318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761872,0.712405,0,0,0,0,0,-0.25,-0.25,0,0.915687,0.98859,0.484183,0,0,-0.25,-0.25,-0.25,-0.25,0,0.954852,0.977871,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.839915,0.969023,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.680997,0.972661,0.772231,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.888656,0.623472,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.874827,0.893926,0.925805,0,0,0,0,0,0,0,0.726539,0.991488,0.981579,0,0,0,0,-0.25,0,0,0.780805,0.897966,0.86458,0,0,0,0,-0.25,0,0,0.753623,0.8683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0.625903,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.187744,0.866515,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0.465355,0.887006,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0.148738,0.625903,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.566884,0.863138,0,0,0,0,0,0,0,0.108652,0.823911,0.834715,0.886062,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.968882
55,0,0,0,0.075605,0.593481,0,0.820513,0.934546,0.733945,-0.25,0,0,0,0,0.22705,0,0,0.431856,0.56751,0.752176,0,0,0.188457,0.604933,0,0,0,0,0,0,0,0,0.510515,0.722832,0,0,0,-0.25,-0.25,-0.25,0.025806,0.140381,0.697014,0,0,0,-0.25,-0.25,-0.25,-0.25,0.290323,0,0.022599,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.364465,0,0.021739,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.327543,0,0.468725,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0.553388,0.794451,0.62803,0,0,0,-0.25,-0.25,-0.25,0.012658,0.844023,0.848105,0.768574,0,0,0,0,0,0,0.013029,0.082569,0.063745,0.776441,0.96074,0.617832,0.855988,0.883997,0.274941,0,0,0,0,0,0.248105,0,0.940385,0.974884,0.953059,-0.25,0,0.049541,0,0,0.504065,0.155952,0.972913,0.859678,0,-0.25,0,0,0,0.295276,0.585593,0.877692,0.812054,0.362551,0,0,0,0,0,0.395733,0.674789,0,0,0,0,0,0,0,0.062827,0.682753,0,0,0,-0.25,-0.25,-0.25,0.050633,0.599445,0.18648,0,0,0,-0.25,-0.25,-0.25,-0.25,0.026936,0.544979,0.452203,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.509969,0.374437,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.518677,0.215333,0.099404,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.32032,0.82972,0.316782,0,0,-0.25,-0.25,-0.25,0,0,0,0.29274,0.589558,0.068869,0,0,0,0,0,0,0,0,0.676317,0.69334,0.536813,0,0,0,0,0,0,0,0.16476,0,0.636499,0.660281,0,-0.25,0,0.99991,0.999976,0.997029,0,0,0,0,0,0.99998,0.999977,0.997006,0,0,0,0,0,0.998779,0.997866,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0.996883,0.990709,0,0,0,-0.25,-0.25,-0.25,0.997383,0.990709,0,0,0,-0.25,-0.25,-0.25,0.99899,0.968893,0,0,0,0,0,-0.25,0.999972,0.997737,0.999362,0.974803,0,0,0,0,0.999991,0.999934,1,0.999028,0,0,0,0,0.99998,0.999966,1,0.999381,0,0,0,0,0.999972,1,0.999998,0.998468,0,0,0,0,0.998448,0.999614,0.999705,0.989578,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0.987445,0,0,0,0,0,0,0,0.999578,0.999216,0,0,0,0,0,30.010159
56,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0.306709,0,0,0,0,0,0,0,0,0.14193,0.216998,0,0,0,0,0,0,0,0.278503,0.121951,0.507235,0,0,0,-0.25,-0.25,0,0.083721,0.444444,0.309044,0.429518,0,-0.25,-0.25,-0.25,-0.25,0,0.526027,0,0.207078,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0.492462,0.604375,0.086747,-0.25,-0.25,-0.25,-0.25,-0.25,0.011019,0,0.036782,0.416435,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.355597,0.265306,0,0,0,-0.25,-0.25,0,0,0,0,0.196841,0,0,0,0,0,0,0,0,0,0.605985,0,0,0,0,0,0,0,0,0,0.712871,0,0,0,0,-0.25,0,0,0,0,0.694166,0.797579,0.80167,0,0,-0.25,0,0,0,0,0,0.677468,0,0,0,0,0,0,0,0.345261,0.683252,0.822601,0,0,0.211416,0,0,0,0.317618,0.83422,0.798487,0.062065,0,0,-0.25,-0.25,0.073491,0.121076,0.826774,0.381232,0,0,-0.25,-0.25,-0.25,-0.25,0.268519,0.695481,0.56492,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.107843,0.31653,0.720666,0.722098,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.16545,0.652357,0.92477,0.603348,0,0,-0.25,-0.25,-0.25,-0.25,0.011364,0,0.596379,0.919502,0.698085,0.379192,0,0,-0.25,-0.25,0,0,0,0.723721,0.892295,0.695599,0,0.220909,0,0.845616,0,0,0,0,0.141361,0.609169,0,0,0,0,0,0,0,0.044964,0.678179,0.810782,0.830405,0,0,-0.25,0.998941,0.999962,1,0.999636,0,0,0,0,0.997252,0.999738,1,0.99938,0,0,0,0,0.991558,0.998874,0.999909,0.999101,0,0,0,-0.25,0.999189,0,0.970272,0,0,-0.25,-0.25,-0.25,0.999955,0.995911,0,0,0,-0.25,-0.25,-0.25,0.999934,0.994718,0.976847,0.710688,0,-0.25,-0.25,-0.25,0.999127,0.995778,0.999862,0.999675,0,0,0,-0.25,0.999882,0.999994,1,0.999956,0,0,0,0,0.999998,0.999995,1,0.999941,0,0,0,0,0.999996,0.999981,1,0.999767,0,0,0,0,1,0.999993,0.999988,0.999173,0,0,0,0,0.999998,0.999994,0.999941,0.995542,0,0.680425,0,-0.25,0.999637,0.986598,0.971286,0,0,-0.25,-0.25,-0.25,0.998471,0,0,0,0,-0.25,-0.25,-0.25,0.998277,0,0,0,0,-0.25,-0.25,-0.25,0.999379,0.999746,0.999852,0.995816,0,0,0,-0.25,0.999745,0.99999,0.999999,0.999087,0,0,0,0,0.999719,0.999997,0.999998,0.999537,0,0,0,0,32.322956
57,0.269231,0,0.147126,0.899229,0,0,0,-0.25,-0.25,-0.25,0.394619,0,0.911554,0.846092,0.576659,0,0,-0.25,-0.25,-0.25,0.512397,0.708029,0.91014,0.643154,0.967251,0.664927,0,0,0,-0.25,0.132597,0.363636,0,0.672143,0.938849,0.067123,0,0,0,0,0,0,0,0.564833,0.837209,0,0,0,0,-0.25,0.329897,0.531646,0,0.248756,0,0,0,0,-0.25,-0.25,0.046512,0,0.282353,0.608167,0.841908,0,0,0,-0.25,-0.25,0,0.322314,0,0.762234,0.748582,0,0,0,0,-0.25,0.801609,0.620141,0.413081,0.851485,0.962129,0,0,0,0,0,0.431535,0.871212,0.602353,0,0.937898,0,0,0,0,-0.25,0.231579,0,0.925832,0.376712,0,0,0,-0.25,-0.25,-0.25,0,0,0.525714,0.844664,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.835741,0.715481,0,0,-0.25,-0.25,-0.25,0.552239,0.682853,0.77283,0.515184,0.947756,0.843525,0,-0.25,-0.25,-0.25,0.54,0.790398,0.119701,0,0.751305,0.982839,0,0,0,-0.25,0,0,0,0,0,0.971366,0.908653,0,0,0,0,0,0,0,0,0.06768,0.976615,0,0,-0.25,0,0,0,0,0,0,0.978898,0,-0.25,-0.25,0,0,0,0,0,0,0.980201,0,-0.25,-0.25,0,0,0,0,0,0.759834,0.975866,0,0,-0.25,0,0,0,0,0,0.974845,0.85843,0,0,0,0,0,0,0,0,0.978449,0,0,0,-0.25,0.47541,0,0,0,0.923077,0.859415,0,-0.25,-0.25,-0.25,0.026846,0,0,0.802005,0.792822,0,0,-0.25,-0.25,-0.25,0.998497,0,0,0,0,0,-0.25,-0.25,1,0.988353,0,0,0,0,0,-0.25,1,0.996768,0.999464,0.998848,0,0,0,0,0.999853,0.998204,0.996253,0.998184,0.942092,0,0,0,1,0.993526,0.981252,0.990912,0.998248,0.995129,0,-0.25,0.999958,0.994161,0.999641,0.9983,0,0,0,0,0.999683,0.920531,0.994409,0.991306,0,0,0,0,0.995384,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0.906202,0.962116,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85051,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0.42286,0,0.921424,0,0,0,0,0,0,0,0.987074,0,0,0,0,0.926622,0,-0.25,0.995691,0,0,0,0,0,-0.25,-0.25,12.920267
58,0,0,0,0,0.938941,0.938712,0,0,0,-0.25,0,0,0,0,0.873583,0.518214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53462,0.62531,0,0,0,0,0,0,0,0,0.951964,0.965131,0.279263,0,0,0,-0.25,0,0,0,0,0.493863,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0.980021,0.990212,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.996939,0.901804,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.262115
59,0,0,0,0,0,0,0.872133,0.878596,-0.25,-0.25,0,0,0,0,0,0,0.971619,0.97156,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677886,0.965175,0.950261,0,0,0,0,0,0,0,0.246408,0.951611,0.903027,0,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,93.425649
